Record Length,2.500000e+03,,  -6.960000000000,   0.10120,
Sample Interval,1.000000e-02,,  -6.950000000000,   0.10200,
Trigger Point,6.960000000000e+02,,  -6.940000000000,   0.10360,
,,,  -6.930000000000,   0.09960,
,,,  -6.920000000000,   0.09800,
,,,  -6.910000000000,   0.09960,
Source,CH1,,  -6.900000000000,   0.10000,
Vertical Units,V,,  -6.890000000000,   0.10240,
Vertical Scale,1.000000e-02,,  -6.880000000000,   0.10040,
Vertical Offset,-6.800000e-02,,  -6.870000000000,   0.09960,
Horizontal Units,s,,  -6.860000000000,   0.10400,
Horizontal Scale,2.500000e+00,,  -6.850000000000,   0.10120,
Pt Fmt,Y,,  -6.840000000000,   0.10120,
Yzero,0.000000e+00,,  -6.830000000000,   0.10280,
Probe Atten,1.000000e+00,,  -6.820000000000,   0.09960,
Model Number,TDS2001C,,  -6.810000000000,   0.09720,
Serial Number,C012118,,  -6.800000000000,   0.09880,
Firmware Version,FV:v24.15,,  -6.790000000000,   0.10320,
,,,-06.780000000000,   0.10520,
,,,-06.770000000000,   0.10080,
,,,-06.760000000000,   0.10040,
,,,-06.750000000000,   0.10280,
,,,-06.740000000000,   0.09920,
,,,-06.730000000000,   0.09800,
,,,-06.720000000000,   0.10520,
,,,-06.710000000000,   0.10160,
,,,-06.700000000000,   0.10080,
,,,-06.690000000000,   0.10160,
,,,-06.680000000000,   0.09960,
,,,-06.670000000000,   0.10080,
,,,-06.660000000000,   0.09960,
,,,-06.650000000000,   0.10280,
,,,-06.640000000000,   0.10280,
,,,-06.630000000000,   0.10160,
,,,-06.620000000000,   0.10040,
,,,-06.610000000000,   0.10040,
,,,-06.600000000000,   0.10520,
,,,-06.590000000000,   0.09720,
,,,-06.580000000000,   0.10240,
,,,-06.570000000000,   0.10080,
,,,-06.560000000000,   0.10320,
,,,-06.550000000000,   0.10320,
,,,-06.540000000000,   0.09840,
,,,-06.530000000000,   0.10280,
,,,-06.520000000000,   0.10040,
,,,-06.510000000000,   0.09720,
,,,-06.500000000000,   0.09840,
,,,-06.490000000000,   0.10000,
,,,-06.480000000000,   0.10120,
,,,-06.470000000000,   0.10160,
,,,-06.460000000000,   0.10080,
,,,-06.450000000000,   0.10120,
,,,-06.440000000000,   0.10120,
,,,-06.430000000000,   0.09760,
,,,-06.420000000000,   0.09960,
,,,-06.410000000000,   0.10160,
,,,-06.400000000000,   0.09920,
,,,-06.390000000000,   0.09880,
,,,-06.380000000000,   0.10080,
,,,-06.370000000000,   0.10240,
,,,-06.360000000000,   0.10280,
,,,-06.350000000000,   0.09920,
,,,-06.340000000000,   0.09800,
,,,-06.330000000000,   0.10000,
,,,-06.320000000000,   0.10360,
,,,-06.310000000000,   0.10200,
,,,-06.300000000000,   0.10440,
,,,-06.290000000000,   0.09920,
,,,-06.280000000000,   0.09840,
,,,-06.270000000000,   0.09800,
,,,-06.260000000000,   0.09800,
,,,-06.250000000000,   0.10160,
,,,-06.240000000000,   0.10480,
,,,-06.230000000000,   0.10160,
,,,-06.220000000000,   0.09880,
,,,-06.210000000000,   0.10320,
,,,-06.200000000000,   0.09680,
,,,-06.190000000000,   0.10080,
,,,-06.180000000000,   0.10120,
,,,-06.170000000000,   0.10040,
,,,-06.160000000000,   0.10000,
,,,-06.150000000000,   0.10000,
,,,-06.140000000000,   0.09960,
,,,-06.130000000000,   0.09880,
,,,-06.120000000000,   0.10120,
,,,-06.110000000000,   0.10360,
,,,-06.100000000000,   0.10240,
,,,-06.090000000000,   0.09760,
,,,-06.080000000000,   0.09840,
,,,-06.070000000000,   0.10040,
,,,-06.060000000000,   0.09960,
,,,-06.050000000000,   0.10080,
,,,-06.040000000000,   0.09920,
,,,-06.030000000000,   0.10200,
,,,-06.020000000000,   0.10400,
,,,-06.010000000000,   0.09760,
,,,-06.000000000000,   0.09840,
,,,-05.990000000000,   0.10080,
,,,-05.980000000000,   0.09960,
,,,-05.970000000000,   0.10160,
,,,-05.960000000000,   0.09920,
,,,-05.950000000000,   0.09880,
,,,-05.940000000000,   0.10280,
,,,-05.930000000000,   0.10040,
,,,-05.920000000000,   0.10280,
,,,-05.910000000000,   0.10000,
,,,-05.900000000000,   0.09840,
,,,-05.890000000000,   0.10120,
,,,-05.880000000000,   0.10120,
,,,-05.870000000000,   0.09800,
,,,-05.860000000000,   0.10040,
,,,-05.850000000000,   0.10160,
,,,-05.840000000000,   0.10400,
,,,-05.830000000000,   0.09920,
,,,-05.820000000000,   0.10000,
,,,-05.810000000000,   0.09960,
,,,-05.800000000000,   0.09880,
,,,-05.790000000000,   0.10080,
,,,-05.780000000000,   0.10080,
,,,-05.770000000000,   0.09840,
,,,-05.760000000000,   0.10080,
,,,-05.750000000000,   0.09920,
,,,-05.740000000000,   0.10080,
,,,-05.730000000000,   0.10160,
,,,-05.720000000000,   0.09840,
,,,-05.710000000000,   0.10080,
,,,-05.700000000000,   0.10200,
,,,-05.690000000000,   0.10080,
,,,-05.680000000000,   0.10040,
,,,-05.670000000000,   0.10120,
,,,-05.660000000000,   0.09960,
,,,-05.650000000000,   0.10040,
,,,-05.640000000000,   0.09920,
,,,-05.630000000000,   0.09880,
,,,-05.620000000000,   0.10280,
,,,-05.610000000000,   0.09720,
,,,-05.600000000000,   0.09840,
,,,-05.590000000000,   0.09800,
,,,-05.580000000000,   0.10120,
,,,-05.570000000000,   0.09920,
,,,-05.560000000000,   0.10040,
,,,-05.550000000000,   0.10040,
,,,-05.540000000000,   0.09960,
,,,-05.530000000000,   0.09880,
,,,-05.520000000000,   0.09960,
,,,-05.510000000000,   0.10240,
,,,-05.500000000000,   0.09640,
,,,-05.490000000000,   0.09920,
,,,-05.480000000000,   0.09960,
,,,-05.470000000000,   0.09840,
,,,-05.460000000000,   0.09880,
,,,-05.450000000000,   0.10040,
,,,-05.440000000000,   0.09880,
,,,-05.430000000000,   0.10120,
,,,-05.420000000000,   0.10000,
,,,-05.410000000000,   0.10200,
,,,-05.400000000000,   0.09960,
,,,-05.390000000000,   0.09800,
,,,-05.380000000000,   0.09960,
,,,-05.370000000000,   0.10360,
,,,-05.360000000000,   0.10000,
,,,-05.350000000000,   0.10120,
,,,-05.340000000000,   0.09800,
,,,-05.330000000000,   0.09760,
,,,-05.320000000000,   0.09640,
,,,-05.310000000000,   0.10200,
,,,-05.300000000000,   0.10120,
,,,-05.290000000000,   0.09880,
,,,-05.280000000000,   0.10040,
,,,-05.270000000000,   0.09560,
,,,-05.260000000000,   0.10040,
,,,-05.250000000000,   0.09880,
,,,-05.240000000000,   0.09880,
,,,-05.230000000000,   0.09600,
,,,-05.220000000000,   0.09960,
,,,-05.210000000000,   0.10080,
,,,-05.200000000000,   0.09960,
,,,-05.190000000000,   0.10280,
,,,-05.180000000000,   0.10160,
,,,-05.170000000000,   0.09760,
,,,-05.160000000000,   0.10120,
,,,-05.150000000000,   0.09960,
,,,-05.140000000000,   0.10160,
,,,-05.130000000000,   0.10000,
,,,-05.120000000000,   0.10000,
,,,-05.110000000000,   0.09880,
,,,-05.100000000000,   0.10040,
,,,-05.090000000000,   0.09640,
,,,-05.080000000000,   0.09840,
,,,-05.070000000000,   0.09960,
,,,-05.060000000000,   0.09800,
,,,-05.050000000000,   0.09880,
,,,-05.040000000000,   0.09840,
